,x,y
F_1_1,9548,6589
F_1_2,9129,5587
F_1_3,8756,4687
F_1_4,8384,3787
F_1_5,8011,2887
F_2_1,40893,30852
F_2_2,41328,31895
F_2_3,41681,32748
F_2_4,42065,33675
F_2_5,42434,34565
